Object Id,Facility ID,Facility Name,Address,City,State,ZIP Code,Phone Number,County,Country,Latitude,Longitude,Website,Helipad
130,7567860,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,(620) 355-7111,KEARNY,171,37.94659327,-101.2519299,http://www.kearnycountyhospital.com,N
131,7767467,OTTAWA COUNTY HEALTH CENTER,215 E 8TH STREET,MINNEAPOLIS,KS,67467,(785) 392-2122,OTTAWA,158,39.12933196,-97.70394425,http://www.ottawacountyhealthcenter.com,N
132,3502492,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2492,(781) 453-3000,NORFOLK,113,42.2771,-71.2369,http://www.bidmc.org/centersanddepartments/departments/otherlocations/bethisraeldeaconesshospitalneedham.aspx,N
133,12402745,VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,4499 ACUSHNET AVENUE,NEW BEDFORD,MA,2745,(508) 995-6900,BRISTOL,6,41.74072523,-70.94575361,http://www.vhmass.com/,N
134,4002062,NORWOOD HOSPITAL,800 WASHINGTON ROAD,NORWOOD,MA,2062,(781) 769-4000,NORFOLK,60,42.189,-71.2021,https://www.norwood-hospital.org/,Y
135,12602537,SPAULDING REHABILITATION HOSPITAL CAPE COD,311 SERVICE ROAD,SANDWICH,MA,2537,(508) 833-4000,BARNSTABLE,161,41.7329845,-70.46810284,http://spauldingrehab.org/locations/sandwich-ma/,N
136,6702143,CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,230 HIGHLAND AVENUE,SOMERVILLE,MA,2143,(318) 484-6200,MIDDLESEX,156,42.39,-71.1094,http://www.challiance.org/locations/somervillehospitalcampus.aspx,N
137,12701104,SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW ST,SPRINGFIELD,MA,1104,(413) 787-2000,HAMPDEN,19,42.12131503,-72.59237295,http://www.shrinershospitalsforchildren.org/locations/springfield,N
138,372903,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,72903,(479) 314-6000,SEBASTIAN,162,35.35586599,-94.35205497,http://www.stedwardmercy.com,Y
139,7472901,HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,1401 SOUTH J STREET,FORT SMITH,AR,72901,(479) 785-3300,SEBASTIAN,65,35.37394031,-94.41875448,http://www.healthsouthfortsmith.com,Y
140,9700000,WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,1200 SOUTH MAIN STREET,SEARCY,AR,72143,(501) 278-3100,WHITE,10,35.23409441,-91.73107431,http://www.wcmc.org,Y
141,10172143,WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,3214 EAST RACE AVENUE,SEARCY,AR,72143,(501) 268-6121,WHITE,172,35.25188604,-91.69700113,http://www.wcmc.org,Y
142,10272834,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,(479) 229-4677,YELL,32,35.22047614,-93.15729817,NOT AVAILABLE,N
143,2271923,BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,(870) 245-2622,CLARK,190,34.12291357,-93.08882416,http://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=187,Y
144,872616,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,(870) 423-3355,CARROLL,186,36.3590621,-93.55182577,http://www.mercy.net/practice/mercy-hospital-berryville,Y
145,1072632,EUREKA SPRINGS HOSPITAL,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,(479) 253-7400,CARROLL,109,36.40016379,-93.74423592,http://www.eurekaspringshospital.com,Y
146,2871653,SOUTHEAST REHABILITATION HOSPITAL,2729A HWY 65 & 82 S,LAKE VILLAGE,AR,71653,(870) 265-5343,CHICOT,105,33.30629397,-91.28958992,http://www.lakevillageclinic.com/serehabhosp.html,Y
147,671671,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,(870) 226-3731,BRADLEY,79,33.61036413,-92.05925489,http://www.bradleycountymedicalcenter.com,Y
148,8872455,FIVE RIVER MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,(870) 892-6000,RANDOLPH,135,36.28976027,-90.99738763,http://www.fiveriversmedicalcenter.com,Y
149,2571742,DALLAS COUNTY MEDICAL CENTER,201 NORTH CLIFTON STREET,FORDYCE,AR,71742,(870) 352-6300,DALLAS,176,33.81085539,-92.42558764,http://www.dallascountymedicalcenter.com,Y
150,4100000,CRITTENDEN HOSPITAL ASSOCIATION,200 WEST TYLER AVENUE,WEST MEMPHIS,AR,72301,(870) 735-1500,CRITTENDEN,4,35.14311024,-90.18909851,http://www.crittendenregional.org/,Y
151,6171701,OUACHITA CO. MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,(870) 836-1000,OUACHITA,2,33.57582113,-92.83673933,http://www.ouachitamedcenter.com,Y
152,572601,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH WILLOW,HARRISON,AR,72601,(870) 365-2000,BOONE,42,36.23653136,-93.10913937,http://www.narmc.com,Y
153,1672560,STONE COUNTY MEDICAL CENTER,2106 EAST MAIN STREET  HIGHWAY 14 EAST,MOUNTAIN VIEW,AR,72560,(870) 269-4361,STONE,140,35.85658313,-92.08286453,http://www.whiteriverhealthsystem.com,Y
154,2372454,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,(870) 598-3881,CLAY,104,36.39011947,-90.20483796,http://www.piggottcommunityhospital.com,Y
155,1372543,BAPTIST HEALTH - HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,(501) 887-3000,CLEBURNE,116,35.48856958,-92.05798114,http://www.baptist-health.com/maps-directions/bhmc-heber-springs,Y
156,2472110,ST. VINCENT MORRILTON,4 HOSPITAL DRIVE,MORRILTON,AR,72110,(501) 977-2300,CONWAY,30,35.16801491,-92.72135132,https://www.stvincenthealth.com/morrilton/,Y
157,3072205,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,(501) 686-5000,PULASKI,131,34.74902515,-92.32013731,http://www.uamshealth.com/?id=1&sid=1,Y
158,5000000,BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,LITTLE ROCK,AR,72117,(501) 202-3000,PULASKI,174,34.78365489,-92.22340916,https://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=190,Y
159,6972113,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,1601 MURPHY DRIVE,MAUMELLE,AR,72113,(501) 803-3388,PULASKI,102,34.87643567,-92.39441325,http://www.umch.org,N
160,1971901,LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVENUE,HOT SPRINGS,AR,71901,(501) 624-1281,GARLAND,13,34.50989707,-93.05757749,http://www.levihospital.com,N
161,4671901,HOT SPRINGS REHABILITATION CENTER,105 RESERVE STREET,HOT SPRINGS,AR,71901,(501) 624-4411,GARLAND,14,34.51212501,-93.05260787,NOT AVAILABLE,N
162,5971913,CHI ST VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71913,(501) 622-1120,GARLAND,160,34.46802567,-93.06627041,http://www.chistvincent.com/hospitals/st-vincent-hot-springs,Y
163,6600000,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,(501) 332-1000,HOT SPRING,49,34.35877404,-92.7858884,http://www.hscmc.org/,Y
164,3971603,ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,7500 CORRECTIONS CIRCLE,PINE BLUFF,AR,71603,(870) 267-6450,JEFFERSON,192,34.22219143,-92.08268605,http://adc.arkansas.gov/pages/default.aspx,N
165,6871603,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,(870) 541-7100,JEFFERSON,16,34.18773469,-92.0176802,http://www.jrmc.org,Y
166,2772703,HEALTHSOUTH REHABILITATION HOSPITAL,153 EAST MONTE PAINTER DRIVE,FAYETTEVILLE,AR,72703,(479) 444-2200,WASHINGTON,83,36.10909938,-94.15484504,http://www.healthsouthfayetteville.com,N
167,331404,MEMORIAL HEALTH UNIV MED CEN  INC,4700 WATERS AVENUE,SAVANNAH,GA,31404,(951) 788-3000,CHATHAM,33,32.03053088,-81.08886242,http://www.memorialhealth.com,Y
168,9372703,VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,(479) 521-5731,WASHINGTON,55,36.12789076,-94.11985143,http://www.vistahealthservices.com,Y
169,9672762,NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,4301 GREATHOUSE SPRINGS ROAD,SPRINGDALE,AR,72762,(479) 684-3000,WASHINGTON,70,36.13551027,-94.18621922,http://www.northwesthealth.com/pages/home.aspx,Y
170,9454915,ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,1506 S ONEIDA ST,APPLETON,WI,54915,(920) 738-2000,OUTAGAMIE,61,44.24825124,-88.40250968,http://www.affinityhealth.org,Y
171,3271953,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,(479) 394-6100,POLK,122,34.5890536,-94.22163124,http://menamedical.com/,Y
172,4972927,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN STREET,BOONEVILLE,AR,72927,(479) 675-2800,LOGAN,130,35.14032192,-93.93517063,http://www.boonevillehospital.com,Y
173,5172855,MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,72855,(479) 963-6101,LOGAN,50,35.28929334,-93.72487855,http://www.mercy.net/practice/mercy-hospital-paris,Y
174,62572396,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,(870) 238-3300,CROSS,25,35.21955792,-90.78664054,NOT AVAILABLE,Y
175,64072205,BAPTIST HEALTH REHABILITATION INSTITUTE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,(501) 202-7578,PULASKI,41,34.74429608,-92.38181609,NOT AVAILABLE,Y
176,8053211,ASCENSION SACRED HEART REHAB INST,2301 NORTH LAKE DRIVE,MILWAUKEE,WI,53211,(414) 298-6700,MILWAUKEE,84,43.06145544,-87.88038438,http://www.columbia-stmarys.com,N
177,14385622,SANTA CRUZ VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE RD,GREEN VALLEY,AZ,85622,(520) 393-4710,PIMA,77,31.80657111,-111.0100185,http://greenvalleyhospital.com/,Y
178,62472160,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,(870) 674-6301,ARKANSAS,71,34.5175108,-91.55829954,NOT AVAILABLE,Y
179,1042539,CASEY COUNTY HOSPITAL,187 WOLFORD AVENUE,LIBERTY,KY,42539,(606) 787-6275,CASEY,37,37.31771681,-84.93317191,NOT AVAILABLE,Y
180,5240336,MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,(606) 723-2115,ESTILL,75,37.7061971,-83.97727714,http://www.marcumandwallace.org,Y
181,3641653,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,(606) 886-8511,FLOYD,94,37.72901006,-82.76732008,http://www.hrmc.org,Y
182,7140207,NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,4001 DUTCHMANS LANE,LOUISVILLE,KY,40207,(502) 893-1102,JEFFERSON,5,38.23533009,-85.63293693,https://nortonhealthcare.com/pages/nwkch.aspx,N
183,9440215,SAINTS MARY & ELIZABETH HOSPITAL,1850 BLUEGRASS AVENUE,LOUISVILLE,KY,40215,(502) 361-6000,JEFFERSON,151,38.17826438,-85.79391641,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,N
184,10640207,THE BROOK - DUPONT,1405 BROWNS LANE,LOUISVILLE,KY,40207,(502) 896-0495,JEFFERSON,89,38.23569663,-85.62734095,http://www.thebrookhospitals.com/,N
185,240031,BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LAGRANGE,KY,40031,(502) 222-5388,OLDHAM,182,38.39489019,-85.37606515,https://www.baptisthealth.com/lagrange/pages/default.aspx,Y
186,9401605,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,(508) 799-0534,WORCESTER,123,42.27641208,-71.79491979,http://adcare.com/,N
187,8401730,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,200 SPRINGS ROAD,BEDFORD,MA,1730,(417) 256-9111,MIDDLESEX,47,42.5047,-71.2744,http://www.bedford.va.gov/,N
188,9501913,AMESBURY HEALTH CENTER,24 MORRILL PLACE,AMESBURY,MA,1913,(978) 463-1000,ESSEX,153,42.8484144,-70.93338025,http://www.lahey.org/amesbury/,N
189,1202215,BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,ONE DEACONESS RD,BOSTON,MA,2215,(617) 632-7000,SUFFOLK,20,42.3379,-71.1092,http://www.bidmc.harvard.edu,Y
190,9602130,ARBOUR HOSPITAL  THE,49 ROBINWOOD AVENUE,BOSTON,MA,2130,(232) 722-4400,SUFFOLK,139,42.31581841,-71.11227314,http://arbourhealth.com/organizations/arbour-hospital/,N
191,8201930,BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,298 WASHINGTON STREET,GLOUCESTER,MA,1930,(978) 283-4000,ESSEX,115,42.6255,-70.6806,http://www.beverlyhospital.org/locations--services/locations/addison-gilbert-hospital,N
192,11801542,VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY,LEICESTER,MA,1542,(413) 787-6700,WORCESTER,180,42.20189928,-71.89882734,http://www.vhwmasscentral.com/,N
193,13925027,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,(508) 752-4681,WORCESTER,163,42.27966719,-71.76906694,http://www.mass.gov/eohhs/gov/departments/dmh/worcester-recovery-center-and-hospital-.html,N
194,4204730,HOULTON REGIONAL HOSPITAL,20 HARTFORD STREET,HOULTON,ME,4730,(207) 532-2900,AROOSTOOK,121,46.13384624,-67.84362347,http://www.houlton.net/hrh,Y
195,2804901,NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,4901,(207) 861-3012,KENNEBEC,144,44.54182648,-69.66149107,http://www.inlandhospital.org,Y
196,3004330,MAINEGENERAL MEDICAL CENTER,6 EAST CHESTNUT STREET,AUGUSTA,ME,4330,(207) 626-1000,KENNEBEC,85,44.31311976,-69.76843437,https://www.mainegeneral.org/pages/home.aspx,N
197,2704901,MAINEGENERAL MEDICAL CENTER-SETON,30 CHASE AVENUE,WATERVILLE,ME,4901,(207) 872-1000,KENNEBEC,107,44.54919273,-69.65867356,https://www.mainegeneral.org/pages/home.aspx,N
198,2504538,SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,6 SAINT ANDREWS LANE,BOOTHBAY HARBOR,ME,4538,(207) 633-2121,LINCOLN,118,43.85034393,-69.6387693,http://www.lincolncountyhealthcare.org,Y
199,4648624,MIDMICHIGAN MEDICAL CENTER-GLADWIN,515 QUARTER STREET,GLADWIN,MI,48624,(260) 435-7001,GLADWIN,96,43.97594367,-84.49388756,http://www.midmichigan.org,Y
200,7349868,HELEN NEWBERRY JOY HOSPITAL,502 W HARRIE ST,NEWBERRY,MI,49868,(707) 253-5000,LUCE,39,46.35318009,-85.51565374,http://www.hnjh.org,N
201,1549862,MUNISING MEMORIAL HOSPITAL,1500 SAND POINT RD,MUNISING,MI,49862,(715) 934-4321,ALGER,100,46.42527107,-86.6251853,http://www.munisingmemorial.org,N
202,10902167,BOURNEWOOD HOSPITAL,300 SOUTH STREET,BROOKLINE,MA,2167,(617) 469-0300,NORFOLK,57,42.29831857,-71.14928568,http://www.bournewood.com/,N
203,5848843,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,(603) 526-2911,LIVINGSTON,27,42.61558756,-83.9409904,http://www.stjoeslivingston.org/livingston,Y
204,1649242,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,HILLSDALE,MI,49242,(812) 752-3456,HILLSDALE,72,41.91173869,-84.63300353,http://www.hchc.com,Y
205,10048071,DMC SURGERY HOSPITAL,30671 STEPHENSON HIGHWAY,MADISON HEIGHTS,MI,48071,(714) 378-7406,OAKLAND,169,42.51788754,-83.12010727,www.dmcsurgeryhospital.org,N
206,3049098,LAKELAND COMMUNITY HOSPITAL  WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,MI,49098,(985) 853-1390,BERRIEN,87,42.18488046,-86.24992583,http://www.lakelandhealth.org/watervliet,Y
207,5648858,MCLAREN CENTRAL MICHIGAN,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,(402) 572-3000,ISABELLA,141,43.59912248,-84.76141286,http://www.cmch.org,Y
208,7949431,SPECTRUM HEALTH LUDINGTON HOSPITAL,1 N ATKINSON DRIVE,LUDINGTON,MI,49431,(843) 402-1006,MASON,88,43.95814794,-86.43040938,http://www.spectrumhealth.org/landing_custom.cfm?id=5419&fr=true,Y
209,14049079,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,(406) 665-2310,VAN BUREN,155,42.22129436,-85.89707006,http://www.bronsonhealth.com/lakeview,Y
210,13248427,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,(512) 509-0100,SANILAC,28,43.52811921,-82.73424915,http://www.deckervillehosp.org,N
211,14948202,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,(210) 921-2000,WAYNE,35,42.36768678,-83.08472312,http://www.henryfordhealth.org,Y
212,4256007,MAYO CLINIC HEALTH SYS ALBT LE,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,(507) 377-5913,FREEBORN,111,43.6523607,-93.3727523,http://mayoclinichealthsystem.org/locations/albert-lea,Y
213,14155009,MAYO CLINIC HEALTH SYS CF,32021 COUNTY 24 BOULEVARD,CANNON FALLS,MN,55009,(507) 263-6000,GOODHUE,44,44.48616464,-92.9032023,http://mayoclinichealthsystem.org/locations/cannon-falls,Y
214,5056031,MAYO CLINIC HEALTH SYS FAIRMNT,800 MEDICAL CTR DRIVE  PO 800,FAIRMONT,MN,56031,(507) 238-8500,MARTIN,179,43.63880146,-94.450437,http://mayoclinichealthsystem.org/locations/fairmont,Y
215,10856087,MAYO CLINIC HEALTH SYSTEM S F,625 JACKSON ST N,SPRINGFIELD,MN,56087,(507) 723-6201,BROWN,76,44.24661914,-94.97108361,https://mayoclinichealthsystem.org/locations/springfield,Y
216,8665201,HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,800 HOSPITAL DR,COLUMBIA,MO,65201,(573) 814-6000,BOONE,164,38.93666726,-92.32905785,http://www.columbiamo.va.gov/,N
217,5158554,VIBRA HOSPITAL OF CENTRAL DAKOTAS,1000 18TH ST NW,MANDAN,ND,58554,(701) 667-2000,MORTON,145,46.8418693,-100.9076977,http://www.vhcentraldakotas.com/,N
218,2458533,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,ELGIN,ND,58533,(701) 584-2792,GRANT,184,46.40732581,-101.8414635,http://jacobsonhospital.org/,N
219,1446011,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,(765) 298-4242,MADISON,98,40.13064559,-85.69320918,http://www.communityanderson.com,Y
220,9446601,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 647-1000,ST. JOSEPH,67,41.68405529,-86.25157885,http://www.qualityoflife.org,Y
221,389128,COMPLEX CARE HOSPITAL AT TENAYA,2500 NORTH TENAYA,LAS VEGAS,NV,89128,(702) 562-2021,CLARK,120,36.20553077,-115.2503564,http://www.lifecare-hospitals.com,N
222,489119,DESERT SPRINGS HOSPITAL MEDICAL CENTER,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,(702) 369-7600,CLARK,103,36.11395958,-115.1245052,http://www.desertspringshospital.com,Y
223,12119124,EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,(215) 537-7412,PHILADELPHIA,74,40.01881298,-75.09946405,http://www.cancercenter.com/eastern/,N
224,13619107,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,(215) 955-4164,PHILADELPHIA,167,39.94970838,-75.15794605,http://www.jeffersonhospital.org,Y
225,20819104,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,(215) 662-8000,PHILADELPHIA,126,39.95887248,-75.19926368,http://www.pennmedicine.org/pmc/,Y
226,21419130,ST JOSEPHS HOSPITAL,16TH STREET & GIRARD AVENUE,PHILADELPHIA,PA,19130,(215) 787-9000,PHILADELPHIA,120,39.97148609,-75.16319015,http://www.nphs.com/stjo_home.html,N
227,25019104,VA MEDICAL CENTER - PHILADELPHIA,UNIVERSITY & WOODLAND AVENUES,PHILADELPHIA,PA,19104,(215) 823-5800,PHILADELPHIA,194,39.94788477,-75.20007509,http://www.philadelphia.va.gov/,N
228,6017822,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,(570) 271-6211,MONTOUR,95,40.96814496,-76.60525611,http://www.geisinger.org,N
229,182330115,NORTHSIDE HOSPITAL - CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,30115,(770) 224-1000,CHEROKEE,125,34.229238,-84.466259,https://www.northside.com/cherokee,Y
230,185631620,SOUTHWELL MEDICAL  A CAMPUS OF TRMC,260 MJ TAYLOR ROAD,ADEL,GA,31620,(229) 896-8077,COOK,69,31.10819893,-83.42737285,https://mysouthwell.com/cook-medical-plaza/,N
231,5759501,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,(406) 265-2211,HILL,170,48.53807731,-109.6858178,http://www.nmhcare.org,N
232,6929425,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,(843) 792-4000,CHARLESTON,159,32.78588204,-79.94792136,http://www.muschealth.com,N
233,189830346,VERITAS COLLABORATIVE GEORGIA,41 PERIMETER CENTER EAST,ATLANTA,GA,30346,(707) 871-3750,DEKALB,108,33.9242473,-84.33106507,https://veritascollaborative.com/?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,N
234,522835,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,(540) 743-4560,PAGE,133,38.66325,-78.468518,http://www.valleyhealthlink.com/page,Y
235,14244266,UH PORTAGE - ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,RAVENNA,OH,44266,(330) 297-2300,PORTAGE,23,41.17605775,-81.2490173,http://www.uhhospitals.org/portage,Y
236,6878746,DELL CHILDREN'S MEDICAL CENTER,4900 MUELLER BOULEVARD,AUSTIN,TX,78746,(512) 324-0101,TRAVIS,128,30.30311083,-97.70702246,http://www.dellchildrens.net,Y
237,19676104,COOK CHILDREN'S MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,(682) 885-4340,TARRANT,124,32.73707173,-97.34140504,http://www.cookchildrens.org,Y
238,898356,ARBOR HEALTH MORTON GENERAL HOSPITAL,521 ADAMS ST,MORTON,WA,98356,(360) 496-5112,LEWIS,147,46.55567481,-122.2803544,www.mortongeneral.org,N
239,194246032,INDIANA SPINE HOSPITAL  LLC,13219 N MERIDIAN STREET,CARMEL,IN,46032,(317) 795-2000,HAMILTON,181,39.98041995,-86.15347262,https://indianaspinehospital.com/,N
240,13753045,ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,19333 W NORTH AVE,BROOKFIELD,WI,53045,(262) 785-2000,WAUKESHA,62,43.0593759,-88.15451943,http://www.wfhealthcare.org,N
241,6753132,ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,10101 SOUTH 27TH STREET,FRANKLIN,WI,53132,(414) 325-4700,MILWAUKEE,11,42.86001258,-87.9540681,http://www.mywheaton.org/,N
242,8153210,ASCENSION SE WISCONSIN HOSPITAL ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,(414) 447-2000,MILWAUKEE,73,43.07412025,-87.9760734,http://www.mywheaton.org/stjoseph,N
243,6354476,ASCENSION ST CLARES HOSPITAL,3400 MINISTRY PARKWAY,WESTON,WI,54476,(715) 393-3000,MARATHON,56,44.89018231,-89.58014599,http://www.ministryhealth.org,Y
244,7853215,ASCENSION ST FRANCIS HOSPITAL,3237 S 16TH ST,MILWAUKEE,WI,53215,(414) 647-5000,MILWAUKEE,119,42.98565775,-87.93465729,http://www.mywheaton.org,N
245,9254501,ASCENSION ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,(715) 361-2000,ONEIDA,142,45.63947041,-89.37482659,http://www.ministryhealth.org,Y
246,17545409,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,(937) 208-8000,MONTGOMERY,7,39.7448932,-84.18590861,http://www.miamivalleyhospital.org,Y
247,10354481,ASCENSION ST MICHAELS HOSPITAL,900 ILLINOIS AVE,STEVENS POINT,WI,54481,(715) 346-5000,PORTAGE,22,44.52643184,-89.56709621,http://ministryhealth.org/smh/home.nws,N
248,15454495,ASPIRUS RIVERVIEW HSPTL ASSOC,410 DEWEY STREET,WISCONSIN RAPIDS,WI,54495,(715) 423-6060,WOOD,43,44.38175803,-89.82988944,http://www.riverviewhospital.org,N
249,5754401,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,WAUSAU,WI,54401,(715) 847-2121,MARATHON,9,44.96584185,-89.66789021,http://www.aspirus.org,Y
250,13253121,AURORA LAKELAND MED CTR,W3985 CTY RD NN,ELKHORN,WI,53121,(262) 741-2000,WALWORTH,24,42.66189503,-88.49619199,http://www.aurorahealthcare.org,Y
251,13653027,AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,(262) 673-2300,WASHINGTON,91,43.31840584,-88.36246156,http://www.aurorahealthcare.org,Y
252,5153142,AURORA MED CTR KENOSHA,10400 75TH ST,KENOSHA,WI,53142,(262) 948-5600,KENOSHA,34,42.56939682,-87.93546502,http://www.aurorahealthcare.org,Y
253,6154241,AURORA MED CTR MANITOWOC CTY,5000 MEMORIAL DR,TWO RIVERS,WI,54241,(920) 794-5000,MANITOWOC,114,44.12536783,-87.61945613,http://www.aurorahealthcare.org,N
254,188346176,MHP MEDICAL CENTER,2451 INTELLIPLEX DRIVE,SHELBYVILLE,IN,46176,(317) 392-3211,SHELBY,8,39.560356,-85.785817,mymhp.org,Y
255,35579408,COVENANT CHILDREN'S HOSPITAL,4015 22ND PLACE,LUBBOCK,TX,79410,(806) 725-7960,LUBBOCK,58,33.57340325,-101.900592,http://www.covenanthealth.org/about-us/facilities/childrens-hospital.aspx,Y
256,183446992,PARKVIEW WABASH HOSPITAL,10 JOHN KISSINGER DRIVE,WABASH,IN,46992,(260) 563-3131,WABASH,112,40.820937,-85.823901,parkview.com,Y
